Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT
Date,,,,,,,,,,,,,,,
2019-09-18,53.77216339111328,45.68797302246094,131.77880859375,53.79147421145963,45.73667860552147,131.9215029076786,52.968368449613095,44.713812897983516,129.8856484371248,53.359402432930125,45.347015301319225,130.67525751201248,101360000,8079777,23982100
2019-09-19,53.33527755737305,45.882808685302734,134.2047119140625,54.011137991648965,46.27247203939644,135.44143466297538,53.192860688642,45.493145331209035,133.25337778954074,53.58872337864495,45.54185464844977,133.47218057364287,88242400,6808664,35772100
2019-09-20,52.55561447143555,45.63926315307617,132.654052734375,53.72147916215501,46.467299062354066,134.75649333887543,52.49285705934677,45.49313894979516,131.52196263216297,53.43665281133341,46.077635762919215,134.14763998762805,221652400,11542705,39167300
2019-09-23,52.794586181640625,45.493133544921875,132.36865234375,53.06493035870428,45.736672612141724,132.8348113710296,52.53630804713911,44.81122564788354,131.70272124492863,52.85010250018123,44.908640529182854,132.45426894583935,76662000,6723554,17139300
2019-09-24,52.543540954589844,43.69094467163086,130.69430541992188,53.70458061816006,45.54184230599982,133.84321950120366,52.42526723714453,43.64223536759099,130.21863828942713,53.35216457100263,45.347008817783426,133.52927745313207,124763200,10702559,29773200
2019-09-25,53.3521614074707,44.61639404296875,132.5779266357422,53.46561017518164,44.81122754174476,133.14873292753683,52.413194405445246,43.54482284750211,129.4099822003167,52.753540708578065,43.64223773291849,130.80844455062723,87613600,8799802,21382000
2019-09-26,53.076988220214844,43.934478759765625,132.74917602539062,53.33043767114045,44.85992560815911,133.3580293700971,52.8211262979487,43.64223042451366,131.70271705091227,53.103540137610146,44.713801440533125,132.6540513092792,75334000,7469661,17456600
2019-09-27,52.818721771240234,44.03190612792969,131.02728271484375,53.33527431931226,44.66510854875705,133.52929682949886,52.44699487179342,43.78836702206868,129.99983982193834,53.23389157716284,44.03190612792969,133.32951021856826,101408000,6121624,22477700
2019-09-30,54.06181716918945,43.54482650756836,132.26400756835938,54.20905894840177,44.32414938434691,132.44476340932042,53.294227730343565,43.54482650756836,131.07483968436262,53.320779647354385,44.22673449074254,131.33170401184458,103909600,7040620,17280900
2019-10-01,54.21147537231445,41.937469482421875,130.3994140625,55.08768501439445,44.031906558915715,133.42465050729044,54.1173374202601,41.45039126593232,130.33281368626587,54.32734030035255,43.64224324013532,132.86336669136432,139223200,13799506,21466600
2019-10-02,52.852516174316406,41.45038986206055,128.09710693359375,53.967689535520684,41.986173645286506,129.73340244255382,52.603891622167716,40.9633079341241,127.07918718434509,53.84217102356307,41.693928962056965,129.61924701697177,138449200,9534413,30521700
2019-10-03,53.301475524902344,42.424537658691406,129.64784240722656,53.33526854090334,42.424537658691406,130.09497070733468,51.92802422607166,40.18397690191459,126.73676165585712,52.72457441511836,41.40167215495789,128.38256599587913,114426000,11762643,24132900
2019-10-04,54.795616149902344,41.74263000488281,131.39825439453125,54.911481082685206,42.37583234158787,131.5219324662676,54.042512502627346,41.59650581519038,129.7809894121112,54.46492706842939,41.93746350045379,130.09493139068422,138478800,10487838,22897700
2019-10-07,54.80768585205078,41.69392776489258,130.44696044921875,55.50044456107499,42.132296641121734,131.4553725300679,54.5132022602144,41.30426447049805,130.35183572465775,54.616997468728556,41.64521845511445,130.46599120061498,122306000,6454560,15303700
2019-10-08,54.16560745239258,40.330108642578125,129.06748962402344,55.04905810759887,41.401679920662055,131.05577431699612,54.148712787312526,40.28139933214286,129.01992001798655,54.508369894441785,41.30426502773507,130.40887412675275,111820000,9129448,25550500
2019-10-09,54.800445556640625,40.671058654785156,131.51246643066406,54.98389284474855,40.76847353818645,131.95007210478525,54.464927844066246,40.13527120416325,130.30426773555422,54.800445556640625,40.47622516003938,130.77042679523225,74770400,6589067,19749900
2019-10-10,55.539066314697266,41.158138275146484,132.33059692382812,55.62355070125511,41.49909224324492,132.87284988537021,54.86561842646949,40.476226611006304,131.52195702352924,55.01768516584579,40.62235080531801,131.75028246408863,113013600,6128666,17654600
2019-10-11,57.01631546020508,42.862918853759766,132.88235473632812,57.36148675350635,43.44741572660033,134.16666171907522,56.07493217425429,41.79134746679194,132.71112154727274,56.22941507530571,41.84005678217663,133.30094410896297,166795600,11202546,25446000
2019-10-14,56.93424606323242,42.47323989868164,132.7587432861328,57.479766709202984,43.106442126158036,133.46272158359798,56.64459107132722,42.08357670270058,132.73020441008498,56.70010738801131,43.057736556624505,132.89192954642732,96427600,6832219,13304300
2019-10-15,56.80148696899414,43.30128479003906,134.68035888671875,57.363898569381924,43.4474089855775,134.88963900798606,56.695279285142476,41.9374651782525,133.00600178694373,57.05976139730357,42.570667540290195,133.24383528259773,87360000,7791583,19695700
2019-10-16,56.57217025756836,43.34999084472656,133.5768280029297,56.78217314249817,44.178026719199266,134.12860353748928,56.28975639489996,43.05774617839213,132.73964932756934,56.33079051000604,43.155161067170276,133.9383250994843,73903200,11605123,20751600
2019-10-17,56.791831970214844,44.03190612792969,132.89187622070312,57.00183119142603,44.27544523379069,134.537680315974,56.36700490110861,43.25257949799698,132.2544840510457,56.74596922462551,43.44741301945201,134.0905520823593,67585200,6552993,21460600
2019-10-18,57.0645866394043,43.642234802246094,130.7228240966797,57.347000500262524,44.32414268231235,133.18677596820183,56.55285907330156,43.59352549883721,129.91418429324725,56.62527373373863,43.885773863404474,132.95845055499342,97433600,7827417,32273500
2019-10-21,58.05424499511719,42.814208984375,131.6931610107422,58.170109932280326,44.42156776804318,131.75976135971325,57.284246651344915,42.66808478077906,130.34226844849334,57.332521866914796,43.78836537108983,131.71219175562035,87247200,12155530,20078200
2019-10-22,57.92148208618164,44.12931823730469,129.7334747314453,58.46217032840311,44.12931823730469,133.196331560278,57.83941017813381,41.93746642300157,129.62882736094988,58.21113702782348,42.716789275765485,132.20695011613083,82293600,11459381,27431000
2019-10-23,58.698726654052734,44.518978118896484,130.56112670898438,58.713212533111005,44.56768742443988,130.7608987861986,58.22562440003919,43.4961125260305,129.0104471292481,58.43803976160765,43.73965159786115,130.21864577469321,75828800,9547274,29844600
2019-10-24,58.795284271240234,43.593528747558594,133.12974548339844,59.08976788255186,44.567688792732476,133.58638195564055,58.36804105103191,43.25257478211655,131.92154666529177,59.019765687332246,44.42156459955923,132.60650863176076,69275200,6848069,37029300
2019-10-25,59.51941680908203,43.837074279785156,133.8812713623047,59.55562229686441,44.275443158611246,134.27132190741148,58.626312506545595,43.44741098308223,132.42573105125672,58.69389853918105,43.44741098308223,132.55891727199938,73477200,8458780,25959700
2019-10-28,60.11562728881836,44.17802047729492,137.1728973388672,60.163902502037004,44.42155952880239,138.58086806192878,59.553212031072555,43.7883572492944,136.5259824555948,59.722177118919156,43.93448142578745,137.37266941613848,96572800,6371196,35280100
2019-10-29,58.72527313232422,44.17802047729492,135.87908935546875,60.284587815120595,44.518974403816806,137.4678160061202,58.55148311451977,43.49610889630829,135.70784162101094,60.09631191960024,43.885772124308815,137.0682573139992,142839600,9180931,20589500
2019-10-30,58.718040466308594,49.2436408996582,137.5724639892578,59.21045725080775,50.51004561077148,137.94348381334873,58.223214893254514,47.295328253602904,135.84102846602647,59.080110114785,47.63628222107392,136.5355130086204,124522000,43326155,18496600
2019-10-31,60.045631408691406,48.61043930053711,136.39279174804688,60.144598000245004,49.73071983504045,137.87687090953963,57.26976400055406,48.02594624321378,136.03129459089425,59.67873680314544,48.95139700125714,137.84833204229625,139162000,17381933,24605100
2019-11-01,61.74977493286133,50.55876159667969,136.72572326660156,61.776323171898355,50.607467182498866,137.39165416153563,60.142184770196394,49.000108291589875,136.0122227685569,60.23390657884497,49.09752691911584,137.2394372380636,151125200,16462897,33128400
2019-11-04,62.15529251098633,53.2376823425293,137.515380859375,62.23977690611116,53.335100952678076,137.94347840635965,61.643568562906125,50.75358234259827,137.14436104982698,62.114254707756714,50.75358234259827,137.78175331155256,103272000,19618249,16912000
2019-11-05,62.06597137451172,53.432525634765625,137.4297637939453,62.32183329991679,53.432525634765625,137.96250869652005,61.87045438182152,52.214830064003806,136.9065270088416,62.046656870901074,53.18898652061326,137.91493907674518,79897600,14321783,18250200
2019-11-06,62.092529296875,53.676055908203125,137.04920959472656,62.152874239005016,54.06571917225618,137.48682973641874,61.641150308354646,52.55577542202929,136.23106155990013,61.979080511017536,53.23768333816473,137.34412088933692,75864400,15650118,16575800
2019-11-07,62.80915069580078,54.99117660522461,137.239501953125,63.031890023003186,55.13730082298631,137.82933918066462,62.489571073987236,54.01702012407182,136.77335736496386,62.642098047509194,54.06572943930703,136.8399432277533,94940400,14261713,17786700
2019-11-08,62.9810676574707,56.111446380615234,138.85675048828125,63.053696051495024,56.25757056993014,138.88528935386205,62.184541790270266,54.26054868116058,136.7638035709673,62.63001317998629,54.69892124910529,136.9730982626987,69986400,12535897,16732700
2019-11-11,63.47978591918945,55.283409118652344,138.9994659423828,63.54515145691067,56.01402626909294,139.29437727567947,62.530733281478504,54.7476217171521,137.68661986129652,62.53557271034788,55.52694816879921,138.26693440998721,81821200,9144135,14362600
2019-11-12,63.42167282104492,55.62437438964844,139.9127197265625,63.62262363042443,56.40370100026425,140.38838679924484,63.1698895398465,54.991171984516036,138.95186294937164,63.322409120625274,55.137296189999454,139.16115762264846,87388800,9819738,18641600
2019-11-13,64.02935791015625,54.99117660522461,140.14105224609375,64.10440969122351,55.33213435598322,140.28376109963375,63.206204338539365,54.45539277735693,139.16117908653143,63.220730013040075,54.99117660522461,139.59879924802777,102734400,10830626,16919200
2019-11-14,63.5863037109375,54.99117660522461,140.85455322265625,64.12861520731462,55.283425040748014,141.18752603198232,63.45556526504659,54.45539277735693,139.84614119378435,63.85503605080437,54.45539277735693,139.86517194419966,89182800,6177722,19729800
2019-11-15,64.34169006347656,56.111446380615234,142.67156982421875,64.34652949331961,56.25757056993014,142.6906005699143,63.675902732152316,55.18599939485951,141.05430482903375,63.83810859898351,55.23470497266901,141.6821742749299,100206400,7671582,23485700
2019-11-18,64.66609954833984,55.72178649902344,143.02359008789062,64.7459907652778,56.01403489538374,143.22337667091233,63.97126096462461,55.1860027429541,141.72977490528922,64.35135933282704,55.5756660287867,142.7667402877027,86703200,10226930,21534000
2019-11-19,64.47000122070312,56.014034271240234,143.0711669921875,64.88399779458389,56.257573356179016,143.96542357050592,64.25210867594704,54.845048154711435,142.89041114981978,64.85978586995721,55.673080297914616,143.53732603217742,76167200,9396375,23935700
2019-11-20,63.7194709777832,55.478248596191406,142.82298278808594,64.41914899839321,55.965330509842076,143.98756118022834,63.04399749149265,54.84504993712688,141.7156909208991,64.28841791467877,55.721787689044994,143.48163945182608,106234400,9367744,25696800
2019-11-21,63.43379211425781,56.16015625,142.6893310546875,63.918001035672695,56.598525094401055,142.99480089901772,63.23284127434323,55.08858133623168,141.75385514623295,63.84052583502028,55.18599994871479,142.61296359360495,121395200,8364300,18576100
2019-11-22,63.378108978271484,56.25757598876953,142.79432678222656,63.71705376455788,57.08561189866428,143.4720788592339,63.15053018138443,55.96533130993334,142.05931731950398,63.57421301135298,55.96533130993334,143.25253152397931,65325200,7720858,15901800
2019-11-25,64.48936462402344,56.40370178222656,144.35983276367188,64.50631370965866,57.67010661004838,144.4743912394725,63.55726096383039,56.35499619835259,143.1093465253457,63.6032614028735,56.79336509293663,143.18571398734477,84020400,11378143,22420900
2019-11-26,63.985782623291016,55.283409118652344,145.12350463867188,64.68062116338305,56.84205829400371,145.495786942738,63.55241361974907,55.08857564176915,144.44576702733355,64.62735789262125,56.59851924385684,144.4839434786406,105207600,12879647,24620100
2019-11-27,64.84525299072266,54.99117660522461,145.4003143310547,64.87915115912348,55.86791818385091,145.57213018174707,64.23272904675291,54.84505611540683,144.63665434157087,64.2980945863872,55.47825484580101,145.40985480089222,65235600,9128706,15184400
2019-11-29,64.70242309570312,54.89375305175781,144.5030059814453,64.88400145799228,55.332125635957915,145.38120981697125,64.37558056589414,54.65021396984997,144.4075430265743,64.54505665940768,54.94246235931671,145.19029847283116,46617600,4562336,11977300
2019-12-02,63.954288482666016,54.35796356201172,142.75616455078125,64.9444944262618,56.11144637781671,144.93258631120233,63.7823964562093,54.26054867845437,141.58204573503937,64.70722949414899,55.0885807806066,144.91349080366052,94487200,13785963,27418400
2019-12-03,62.813995361328125,53.529937744140625,142.527099609375,62.83336046421065,54.11443084204593,142.64164355351585,62.048944499757425,52.65319623331086,139.98793536645826,62.537992773277914,53.578647055609245,140.7897866722693,114430400,12850515,24066000
2019-12-04,63.36842346191406,53.0915641784668,143.04254150390625,63.7485292641276,54.455387595843526,143.35753727325195,63.11179330730369,52.9454437025526,142.42206130514742,63.20621759981019,54.40667828524309,143.3193608230783,67181600,8777551,17574700
2019-12-05,64.298095703125,52.55577850341797,143.11886596679688,64.37315487896743,53.38381065811442,143.49116275144036,63.608103940788965,52.40965430483779,142.68931180107228,63.86473406321347,53.04285668005628,143.23342442576484,74424400,9484775,17869100
2019-12-06,65.54009246826172,54.06572341918945,144.856201171875,65.61030482632285,54.11442900105747,144.9707450719406,64.71451542128803,52.84802422539308,143.4434396638558,64.75809983675708,53.09156331856365,144.13073219545493,106075600,10151591,16403500
2019-12-09,64.62252044677734,53.529937744140625,144.48394775390625,65.56187946871975,54.21184573703954,145.29533938284135,64.13588815754103,53.43252284914701,144.05439347736646,65.36819887188322,53.481228432672005,144.2071284183246,128042400,5356135,16687400
